sentence,label
法国示威者在疫情中坚持抗议游行,1
香港抗议：示威者不理警方反对游行，汽油弹催泪弹水炮车再现,-1
突发：洛杉矶发生游行暴乱，过百人堵塞101高速砸警车,-1
SOS！西班牙各地Feria摊主街头游行要求当局恢复Ferias,-1
美国遭遇更大危机，加州爆发数百场抗议游行，要求举行独立,-1
俄“不朽军团“游行将延期到2021年举行,-1
法国举行反种族歧视游行18人遭拘捕,-1
因反对疫情游行和集会美国密西西比州小镇教堂被人蓄意纵火,-1
斯雷布雷尼察大屠杀“和平游行”在纪念陵园结束,1
旧金山华裔新冠肺炎患者出院社区民众驾车游行祝贺,1
"""七七事变""83周年香港工联会游行促日本政府道歉",-1
受疫情影响俄“不朽军团”游行活动取消,-1
“港区国安法”草案即将出台港人“628静默游行”五十多人被抓,-1
720反迫害21周年韩国法轮功集会游行,-1
香港再现大规模游行港民：应心存希望,-1
哈德逊河游艇大游行支持川普连任,1
上千人周日长岛游行支持警察执法,1
香港数以十万人参与周日游行政府指大致和平但谴责破坏司法,-1
悲催，亚裔男子参加黑人抗议游行，结果新冠病毒二度感染,-1
港示威者铜锣湾游行警方捕逾70人2人涉违反国安法,-1
七一游行拘370人疑犯送内地审判,-1
多元族裔齐聚游行发声争权益旧金山,1
美国各地举行“六月节”集会游行,1
瑞士流亡藏人徒步游行圆满结束，并呼吁藏人为西藏事业尽责尽力,1
“弗洛伊德之死”引发全球多地抗议游行,-1
临近元朗721大批警察“喷椒”镇压游行又围捕四名区议员,-1
"港警批准“人权日”大游行""一哥""进京",0
全球“反极权”大游行声援香港，何韵诗台湾遭泼漆,-1
港民周末再游行抗议水货客,-1
综合消息：美国多地民众继续游行集会抗议暴力执法,-1
芝加哥华语论坛：芝加哥华埠近千人参加游行反歧视,1
香港71大游行首次被禁多名民主派以个人身份呼吁上街反国安法,-1
香港警方反对7月1日集会游行：增加市民染疫风险,-1
“港独”罗冠聪自曝连夜乘机逃往伦敦！曾煽动游行自己却赴美,-1
纽约华埠举行新春游行华人举横幅高呼“武汉加油”,1
香港民众周日将有大游行林郑支持警察使用武力,-1
香港举行反港版国安法游行数十人被捕,-1
加拿大多地举行反种族主义游行总理单膝跪地支持,1
“我的身体我做主！”多城市举行反口罩大游行,-1
迪士尼乐园重新开放，但亲密接触以及游行环节就别想了,-1
滨海城集合行程40公里．砂民同盟722车队游行,0
反对派非法游行反对派区议员徐子见及游行发起人林兆彬被捕,-1
像极了1968年街头抗议游行“震荡”美国股市却不跌反涨,-1
瑞士流亡藏人展开和平徒步游行，呼吁全球抵制中国商品,-1
勇士众将参加和平抗议游行水花兄弟积极发声,1
2020如意甘肃自行车骑游行9月下旬启动,0
法国法轮功和平请愿各界声援反迫害21周年,1
公道自在人心，近18万人请愿恢复“罗斯福”号航母舰长职务,1
黄培根：请愿书将呈市会．197小贩签名反对搬迁,-1
法甲赛季取消后遗症浮现亚眠请愿维护公平取消降级,0
超7000人请愿美国佛州迪士尼乐园推迟开放：主题公园并非生活,-1
呼吁“一中一台”德国请愿者不轻言放弃,1
太搞笑！有人去白宫网站请愿，要美国提名台湾“卫福部长”取代,0
谷歌1000多名员工请愿要求停止向美国警方销售技术,-1
大马19万人签署请愿书促政府暂禁中国人入境,-1
"网友请愿让""龙妈""《海王2》饰海后艾梅柏家暴德普遭抵制龙妈",-1
指雇主欠薪没缴公积金长巴公司员工请愿,-1
纽约市削减警费激活旧的弹劾市长请愿,-1
9万人集体请愿！为被殴打的UBC华裔女生发声,1
“财经冷眼”白宫请愿促调查李飞飞网友反馈无法完成签名,-1
网民发起请愿号召支持东马人任相,1
对抗中共白宫请愿网发起灭共连署,-1
不止有郑恺，粉丝请愿三年的扎导版《正义联盟》故事太多,0
美国公共卫生专家发起请愿反对彭斯负责新冠肺炎工作,-1
超20万人请愿，MIT哈佛将美国政府告上法庭！吴恩达：新政置,-1
乌克兰民众签署请愿书，要求泽连斯基兑现竞选承诺，立即辞职,-1
荷兰5万人请愿，谴责因疫情歧视华人行为,-1
国外玩家发起《最后的生还者2》重做剧情请愿已有16万人签署,0
近2万人请愿要求亚马逊控制疫情物资价格,1
美民众请愿将万圣节移至周六已获逾13万签名,1
英国民众请愿吁对纽开战后投降,0
多大涨学费5%约6千留学生网上请愿,-1
敦马：无意再“回来”领导惟有人请愿非他不可,-1
在美留学生上白宫网站请愿反对新规已获逾23万人签名,1
特斯拉否认存在意外加速隐患，请愿书来自卖空者,-1
Exynos芯片药丸超17万网友请愿：请三星不要把它用在旗舰,-1
生意暴跌难维持商场租户签署请愿暂缓收租,-1
纽约众多华裔业主发起请愿吁州政府减轻业主负担,1
签名求扩散！请愿荷兰政府反歧视！电台辱华零,1
疫情下媒体报道与华人请愿书带来的思考,-1
病毒泄露、生化危机白宫突现“请愿贴”，美必须给全球一个解释,-1
威斯康星州疫情期间关闭高尔夫球场球友请愿反对,-1
具荷拉去世引愤怒韩国网民请愿加强对性犯罪处罚,-1
网民白宫请愿连署：将中共定为恐怖组织,-1
民间团体向东京奥组委请愿：别让流浪汉无家可归,1
天全：抗击疫情，两代人的请愿书,1
英国乡下女孩的网上请愿如何上抵议会,0
1469万人请愿弹劾文在寅总统请愿人数历来第二多,-1
川普竞选团队促支持者签请愿书禁止TikTok,-1
两百万人请愿，但科比不会成为NBA官方标志,-1
团体赴美驻港总领馆请愿反对干预香港事务,-1
亚马孙地区疫情蔓延，著名摄影师发起请愿活动呼吁保护土著,1
玻宗教司发动请愿联署倡关闭华淡小,0
球迷请愿不让内维尔解说红军颁奖日大内赞同,0
搞笑台湾网民向白宫请愿，让陈时中领导世卫组织,0
新西兰卫生部长主动请辞，此前逾2000人请愿其下台,-1
白宫网站请愿：「中共病毒」的名称名符其实,0
村民发起请愿书只为把北京来的驻村书记留下,1
英国居民发起请愿：为抗疫成功，请向新西兰宣战,0
多个团体请愿促维护公平选举,1
谷歌员工签署内部请愿书：呼吁公司取消警方合同,-1
韩国网民青瓦台网站请愿彻查Wendy坠台事故原因,-1
玩家请愿动视给个解释《COD战区》清理外挂伤及无辜,0
“请愿被捕遭警辱骂”职工会投诉警方违行管令,-1
白宫网站请愿：让我们叫它中共病毒,-1
「弹劾纽约市长」请愿逾13万人签名,-1
数千人请愿考拉迁居新西兰避火专家：不可行,-1
社媒传党员签署请愿吁对安华不信任公投,-1
荷兰华裔青年发起“我不是病毒”请愿活动吁政府反对歧视,1
荷兰电视直播+辱华DJ道歉+五万请愿书签名,1
韩国“禁止中国人入境”请愿破44万韩媒批驳,-1
“封禁TikTok”请愿书背后：扎克伯格的阳谋,-1
韩国女九段遭陌生男跟踪报警无效向青瓦台请愿,-1
请愿加入联合国民众：台湾展现抗疫实力,1
多数参赛国请愿推迟欧洲杯欧足联仍自信无需延期,0
工会请愿救港议员批国安法摧毁一国两制,-1
“钻石公主”号邮轮乘客向政府提交“紧急请愿书”：感染情况有,-1
印度护士协会递交请愿书：装备不足面临感染风险,-1
愚人节玩笑引众怒！韩国网民请愿处罚金在中,-1
拿疫情开玩笑引众怒，韩3000网友请愿处罚金在中,-1
约10万加国人网上请愿禁华为参与5G网络,-1
几万中国人签名请愿荷兰政府反歧视，轰动荷媒,0
​“中途换议长不利改革”净选盟请愿促保阿里夫,0
挺台湾加入WHO请愿连署破10万白宫须回应,1
反对派议员抹黑港警抗疫工作香港市民请愿：罢免他,-1
美多地疫情反弹近万人请愿要求迪士尼推迟重开乐园,-1
韩国一小时3000人请愿惩罚金在中，顶级韩流拿疫情开玩笑，该,-1
"逾3千市民向港警""一哥""请愿""拘捕汉奸黎智英黄之锋""",-1
超20万韩国民众在青瓦台官网请愿：反对为朴元淳办“首尔特别市,-1
18万国民签请愿书促骑警戴摄录机执勤,0
跨党派议员提交请愿书抵制习近平访日小泉进次郎吁政府倾听民意,-1
将近50万人请愿，希望亚马逊增加新功能供消费者选择,1
近456万人网上联署请愿“取消有条件行管令”,1
华人发起白宫请愿抗议“中国是亚洲病夫”文章作者回应,-1
英国小伙伴出手了！政府请愿官网超9万人请求关闭学校！,-1
逾12万人请愿送特朗普上太空,-1
超30万网友请愿！请求让科比成为联盟新LOGO,1
立会保安遭起底业界请愿促遏止,-1
香港自治已死加拿大人请愿渥太华制裁中国,-1
“微信不该被禁！”白宫请愿网站和Changeorg已有上万人签字请愿,-1
南非民众请愿要求恢复死刑国际,-1
"女王迁离伦敦10万民众请愿！英国大臣回应""群体免疫""",-1
PS+五月会免引玩家强烈不满请愿索尼要求更换游戏,0
反战示威运动中的希拉里,0
乌克兰民众纪念2013年亲欧盟示威运动遇难者,1
专访：香港示威运动陷暴力难题,-1
香港示威运动里的隐秘情绪排华如何困扰中国,-1
法国“黄背心”抗议示威运动扩散至欧洲多国,-1
“公元两千论坛”签署决议声援香港示威运动,1
RFA：中共有组织污蔑香港示威运动,-1
示威运动导致陷财务困难香港航空遭部分断油,-1
法示威运动黄背心或中国工厂提供:5万单圣诞前发货,0
曾赴港记录反修例示威运动大陆律师陈秋实被限制出境,-1
美国首都上千人参与占领华盛顿示威运动,-1
伊朗爆发学生示威运动逾200人被捕,-1
他煽动暴力搞事，他煽动九月罢课……他，去耶鲁读书了！,-1
香港大学学生会发起下月罢课两周不排除无限期延长,-1
响应香港罢工罢课在台港生无畏风雨声援,1
荃湾中学生罢课2日抗议港警入校打学生,-1
逃犯条例修订争议：香港罢课中学生的现场通识课,-1
力争民主，香港大学生开始罢课,1
港报社评：罢工罢课不可取，解决问题该理性,-1
港罢课筹备平台：九成受访学生支持罢课,1
"有组织发动""罢工罢课公投""反涉港国安立法港府谴责",-1
学子眼中的英国罢课事件国际,0
香港9校被指罢课港立法会议员何君尧：将写报告交教局,-1
加州华裔家长不赞成学生罢课游行,-1
香港总动员12日全港罢课罢工罢市抗恶法,1
“终结者”与罢课少女共同呼吁气候保护,1
戴头盔眼罩成立罢课联盟开学迎新变“暴徒会师”,0
有人煽动下周一罢工罢市罢课，梁振英警告,-1
港府谴责有人煽动中学生罢课，香港警务处处长：把别人子女奉献成“政治祭品”非常可耻,-1
港网民拟913再集会：逾16万中学生罢课被打压,-1
罢课了！法国100所高中也加入示威，警察抓人！,-1
佛州校园枪击案一月祭，美国学生罢课悼念受害者,-1
大多伦多数间名校参与罢课华人学生都去了,0
香港教联会:9成中小学生未参与罢课校方盼获支持,1
杭州文澜实验学校“罢课”最新通报：学生已复课调查将继续,-1
梁振英轰叶建源耍阴招煽罢课,-1
香港开学日：校园里的防毒面具、罢课和抗议,-1
香港教育局局长杨润雄：教师罢课即是没有尽专业操守,-1
香港反送中大中学生罢课各界罢工,-1
不满政府削减教育经费巴西数千学生教师罢课,-1
“港独”谎称香港培正中学容许学生罢课，校方打脸：绝无此事！,-1
港中大罢课现场，内地学生高举护照：你们不配做大学生,-1
陈彦霖案疑点重重校友罢课促公布监控录像,-1
反引渡恶法全港今罢课罢工罢市,-1
政务司司长张建宗谴责“罢工罢课公投”警告不会视若无睹,-1
国务院港澳办：“港独”煽动罢课，把学生绑架在其政治战车上,-1
两办威吓罢课公投民主派批评中共干预香港教育,-1
中学生也罢课！英华学生：争取自己的未来,1
香港团体鼓动中学生罢课特区政府教育局斥不负责任,-1
香港激进分子开展洗脑集会煽动中学生罢课,-1
金文泰升中会家长关注曾否罢课,0
渥太华上千学生罢课游行，全球850个城市！一个小女孩掀起的全球“气候”大集会！,1
香港教育局谴责罢课公投：有人以学生利益和前途做筹码达到,-1
“罢工罢课公投”失败港府：没有公投制度,-1
香港大学罢课学生再度冲击校方,-1
学子罢课各界罢工限港府两周回应,-1
“港独”黑手乱港再煽罢工罢课,-1
"教协发动罢课""珍惜""批煽学生做""肉墙""",-1
港媒：“港独”团体煽动“罢课”学子惨变棋子,-1
学校发声反罢课惨被乱港派欺凌,-1
瑞典“环保少女”父亲：不支持女儿罢课，曾被她骂“伪君子”,-1
黄玉山忧学生被误导吁勿参与罢课,-1
开学首周香港中学未现大规模罢课教联主席回应,0
罢课变休学！瑞典女孩专注环保,0
杨润雄：坚决反对任何形式的罢课,0
中国香港香港，示威活动仍在继续：学生罢课。地铁陷入混乱,-1
坚持大罢课，激进的教师工会会员人数上升—荷兰最权威的中文新闻平台,-1
反应不踊跃港“罢工罢课公投”失败,-1
香港反对派“罢工罢课公投”失败！,-1
香港学校在罢课声中开学胡锡进和一个学生聊了聊,0
法国世界报罢工、罢课、罢市：香港政治危机进入新阶段,-1
杨润雄去信中小学：不应容许任何罢课,-1
香港多间名校反对罢课家长抗议“教协”煽动学生,-1
"通识""黄书""煽罢课洗学生脑教育界批如暴乱宣传品",-1
开学罢课、关怀内地同学暴徒会用这些招数对付新生,-1
学生罢课抗议气候变化,1
香港中学生再罢课反送中造就新一代抗争勇士,1
专访｜不罢课被排挤香港教联会主席：停课影响学生根本利益,-1
学生引领社会变革罢课要求保护环境,1
反送中香港多间大学号召周一罢课罢工罢市,1
荷兰新闻短平快荷兰中小学酝酿大罢课等9月27日—荷兰最权威的中文新闻平台,0
环保少女罢课爸爸坚决反对,-1
港教联会反对罢课忧学生参与暴力示威,-1
中国的“为气候罢课第一人”孤身奋战,-1
【爪夷书法风波】要求教部搁置联盟或发动罢课,-1
香港黄楚标学校举行升旗礼校长:罢课影响学生利益,-1
"林郑月娥谴责""罢工罢课公投""",-1
16岁瑞典少女因罢课提名诺贝尔奖还被英国首相接见,1
全美学生发起17分钟罢课活动纪念佛罗里达校园枪击案遇难者,1
促港府回应诉求中学生拟9月举行罢课,1
香港票数未达门槛将不罢工罢课,-1
香港罢课：延伸进部分大学中学开学季的“反送中”,0
香港教协煽动游行罢课被批泯灭良知枉为人师,-1
"乱港组织公然发动""罢工罢课公投""林郑月娥严厉谴责",-1
教育界齐声痛斥团体煽动罢课香港,-1
局势急恶化香港教协宣布全面罢课,-1
全美多地学生拟罢课参加控枪游行华人家长看法不一,-1
正面看待香港学生罢课森美电台节目获赞暖心,1
中大四院会师撑92罢课抗议港府打压,-1
Ryerson学生罢课抗议福特,0
林郑发文批政治入侵校园吁谴责罢课公投,-1
香港六校紧急罢课声援中枪学生和被捕学生,-1
港媒：必须禁绝公仆参与“罢工罢课公投”,-1
学生、教师敢罢课就开除这家香港中学态度强硬,-1
港罢课筹备平台：90%受访学生支持罢课,1
黄之锋罗冠聪承认与美领事会面见面翌日扬言策动罢课,-1
北京两办点名批黄之锋等人发动罢课公投阻港版国安法,-1
学生家长骂老师威胁其他家长致全班罢课学校回应,-1
罢课港独挖坑，学生千万别跳！,-1
云南校园暴力遍地中学生殴死同学打得老师罢课,-1
庆先知穆罕默德诞辰逾2万人集会游行,-1
香港反水货集会游行暂和平进行,1
阿根廷华人超市业主集会游行发出“反黑”最强声,1
力争改善治安西雅图中国城集会游行反毒品暴力,1
印度尼西亚法轮功学员集会游行反迫害,1
警方禁止及反对五一港岛区公众集会游行,-1
港警禁止周六集会游行会否激发更多人上街,-1
伦敦百万人反脱欧集会游行，呼吁重新公投—荷兰最权威的中文新闻平台,-1
港人集会游行不满港府应对新冠病毒疫情措施,-1
首都公布四处可举行和平集会游行活动的场所,1
【更新】914集会游行天水围警民对峙,-1
多伦多爆发气候变化集会游行无忧资讯,-1
【今日大纽约】6月29日完整版,0
香港反对派宣布取消8月31日集会游行,-1
维多利亚集会游行纪念殉职消防队员,1
中环集会游行感谢美国保护香港,1
撑香港温哥华2500人集会游行反极权,1
34国法轮功学员欧洲集会游行英议员声援,1
日本15000民众东京集会游行反安保法,-1
港法轮功集会游行庆「三亿人」退党退团退队,-1
台湾数万人集会游行拒绝红色媒体,-1
“民阵”计划31日举行集会游行香港警方发反对通知书,-1
国际人权日旧金山集会游行撑港人维权,1
中国精英促人大审查集会游行示威法违宪,-1
撑香港「反送中」纽约上千人集会游行,1
逾千法轮功学员香港集会游行吁停止迫害,-1
十一「国殇日」港法轮功学员集会游行反迫害场面壮观,1
【视频】海外藏人巴黎集会游行纪念西藏310事件60周年,1
【新冠肺炎】韩国确诊暴增禁集会游行关教堂,-1
港今起三天内多场集会游行港警反对旺角及港岛西游行,-1
集会游行次数冠全台北市警：去年逾9千场,0
撑港抗强权多伦多举行集会游行,1
「民主无国界」韩国民众集会游行声援港人,1
纽约千人集会游行反“送中”,-1
韩国民众集会游行要求朴槿惠辞职,-1
预警乌克兰多家银行倒闭，爆发集会游行，外贸与货代行业需注意！,-1
24日国庆集会游行2万3000人参盛,1
职工盟谴责国泰白色恐怖中环集会游行,-1
法轮功学员华盛顿集会游行纪念迫害日,1
伦敦四千人集会游行声援香港反对恶法,1
日本广岛民众集会游行反对G7外长会议及安倍政府,-1
台湾集会游行或成现行犯人权团体集聚抗议,-1
香港民阵十一集会游行上诉失败,-1
日本法轮功学员7・20反迫害集会游行,1
近千名法轮功学员在加拿大多伦多集会游行呼吁和平反迫害,1
纪念六四解体中共纽约法拉盛集会游行,1
流亡藏人集会游行纪念“312西藏妇女抗暴”六十周年,1
台公民正义联盟发起反“反服贸协议”集会游行高清组图,0
庆先知诞辰逾万人集会游行,1
滕彪呼吁全国人大对《集会游行示威法》进行违宪审查,-1
反中共撑香港台湾在纽约入联集会游行,1
缅甸：撤销仰光集会游行禁令,1
涉反送中集会游行香港警方高调搜捕14民主派人士,-1
德国各界柏林集会游行支持香港争自由,1
3月8日马德里127场集会游行伴随大规模罢工,-1
中共肺炎效应香港团体停办集会游行一个月,-1
伊朗庆祝伊斯兰革命40周年全国多地集会游行,1
全省教师大罢工5000学校关门！省议会集会游行,-1
香港万人集会游行抗议政府拒发媒体播放牌照,-1
香港举行廉洁法治集会游行全国政协副主席梁振英成目标,1
【直播回放】银发族递信+守护孩子集会游行,1
斯里兰卡政治集会、游行罢工多发中使馆吁注意安全,-1
集会、游行！美国光伏行业抗议太阳能关税政策,-1
绿将修集会游行法蓝：会到处动乱,-1
港人集会游行促美通过香港人权民主法案港岛再爆警民冲突,-1
港10万人6地区集会游行警实弹击中一中学生,-1
组图：反迫害20周年英国法轮功集会游行,1
古巴举行庆祝“五一”劳动节盛大集会游行,1
香港法轮功千人集会游行反对迫害,1
组图：98集会游行港警铜锣湾狂射催泪弹,-1
元旦起台湾偶发性集会、游行无须申请许可,0
台当局防务部门禁集会游行遭批像军阀实施戒严,-1
数千南澳人集会游行反对放宽堕胎法,-1
【精彩推荐】818维园集会游行胡春华接大烫手山芋,0
三百港大学生集会游行迫校长张翔深夜对话,-1
美丽岛40周年集会游行民团吁携手护台湾,1
纪念六四多伦多集会游行烛光悼念,1
香港银发族“查警暴止警谎”集会游行,1
港警再禁民阵集会游行亲中人士与反送中抗议者高歌对骂,-1
荷兰爆发集会游行，抗议政府的防疫措施，400抗,-1
支持香港示威韩高校学生集会游行,1
纽约民众集会游行促彻查特朗普通俄,1
「光复香港！」加拿大卡城集会游行声援反送中,1
香港盛大集会游行庆祝近三亿人退出中共,1
香港法轮功「解体中共」游行震撼陆客视频,1
浸大学生抗议“普通话”2学生被停学校园集会游行数百人参与,-1
要闻解说香港持续发生集会游行英国呼吁进行独立调查,-1
纽约集会游行支持香港,1
悉尼上万人举行反对种族主义集会游行,1
美国波士顿举行集会游行总体平和,1
香港法轮功425周年集会游行大陆客惊呼不可思议,1
全球连线抗共多伦多千人集会游行,1
组图：825集会游行标语表达港人心声,1
简报：香港一日三场集会游行；澳大利亚警惕中国威胁,-1
加拿大反共联盟集会游行,1
香港民阵十一集会游行申请被拒,-1
「求对话要统一」逾万西班牙民众集会游行,1
【今日点击】香港民阵128维园集会游行吁全民上街,1
津巴布韦民众集会游行要求总统穆加贝下台,-1
奥克拉荷马州教师继续罢教已停课七天,-1
西维州公立学教师罢教结束涨薪5%,1
教界：煽“罢教罢课”粗暴干涉院校自主,-1
杨润雄：罢课罢教必须惩处,-1
芝加哥教师工会与学校达成一致罢教得以避免,1
为队员消极比赛负责韩羽球总教练被罢教四年,-1
教局向校长发信反对“罢课罢教”\大公报教育组,-1
西维州教师第四天罢教抗议低薪,-1
港教协发起签名运动反对复考TSA,-1
“签名运动捍卫华小完整性”昔麻华教团体挺董教总,1
直区民政逾15场签名运动3000人签名反爪夷单元,1
一批家长发起签名运动．促培才速设精明课室,1
董总发动反Khat签名运动敦马：种族歧视的举动,-1
黄之锋发起网上签名运动支持台湾加入世卫,1
领袖签名运动加剧党分裂祖莱达促安华“收手”,-1
依据联合国法条进行S4S签名运动光明磊落,1
行动党基层发动签名运动反对爪夷文纳入华小课程,1
发动反爪夷课题签名运动民政党收集逾750签名,1
英文报纸头版写中国病毒华裔发起签名运动,-1
华裔发起签名运动：分租存隐患,-1
限量版“冠军时刻”球星签名运动手表套装礼盒现已发售,1
等教部公布下一步指南．董联暂缓签名运动,-1
反对爪夷字指南森董联会号召签名运动,1
香港“保普选、反占中”签名运动展开上千团体支持,1
文冬马华发起签名运动争取东铁重回文冬,1
网上发起签名运动，让鹿特丹成为荷兰的首都！—荷兰最权威的中文新闻平台,1
「感激纳吉的贡献」网民发起百万签名运动,1
快艇终站办推展礼S4S签名运动开跑,0
支持阿德里留任甲首长网发签名运动,1
吴添泉：关注反KHAT签名运动“沙华堂必要时采行动”,0
沙独中董总支持反爪夷书法签名运动,1
霹民青团妇女组发起．签名运动反对教Khat,1
董教总号召全国签名运动联合华印团体反爪夷书法课,1
KATTUN演唱会赤西仁粉丝发签名运动遭报警,-1
网民发动签名运动要求4所大学校长辞职,-1
深圳人大发起签名运动反对香港扩建堆填区,-1
【国油入禀法院风波】人联党网上签名运动两周获1万1320人联署,1
【公投请愿签名运动】还差10万这个12月是关键,1
SeniKhat课题敦马：签名运动反爪夷文乃种族歧视,-1
林彪亲弟弟壮烈牺牲，部队写信检讨，林彪回信：完全理解,1
毛泽东对邓小平这点很失望于是弃邓拉林彪出山,-1
毛泽东警卫长披露：林彪死了毛泽东也垮了,-1
为何说林彪是当之无愧的帅才请看这些很有说服力的细节,1
马双有：对林彪最错误的一次任命,-1
黄埔四期名声最大是林彪，其实还有一位，如果不遇害也是元帅,1
林彪坠机彭德怀：这样把他杀了我有意见,-1
林彪叛逃前1天毛泽东突然杀回北京周恩来震惊,-1
毛泽东关心林彪病情医生暗示叶群节制性生活,1
林彪最后一次登上天安门历史频道,-1
黄埔学生出操摔倒，扶起一看：林彪！一个黄埔差生的逆袭,1
丛林虎新6军有多强！为何林彪几次想围歼都未果,1
林彪唯一一次登台演出，观看的人挤得水泄不通，都想一睹风采,1
【秘档】林彪要「篡党夺权」之谜,-1
她是林彪之子未婚妻，父亲是大校世伯是许世友，儿子被追求者,0
蒋介石观文革一语点破林彪心思,1
汪东兴：林彪集团准备了八种办法谋害毛泽东,-1
中共元老评林彪：「功劳」最大下场最惨,-1
王友群：林彪之女林豆豆被整得死去活来,-1
看看低调的徐向前有多么厉害，连林彪也会自愧不如,1
大有深意林彪刚当接班人毛泽东就送来《范晔传》,1
林彪出逃当晚，叶群为何大喊“8341部队不忠”,-1
林彪秘书为何必须未婚还有两大条件一个比一个难,-1
林立果之妃新婚之夜惊见「林彪」在眼前视频,-1
蒋介石称林彪“当代韩信”是天才却有野心,1
开国将军中唯一的北京人，黄埔四期生，林彪的同学,1
林彪乘妻子怀孕暗追孙维世与刘亚楼是情敌,-1
1962年“七千人大会”人人检讨，唯林彪独树一帜,1
叶剑英：林彪机毁人亡并不值得高兴,-1
贺龙遭迫害内幕:因知道林彪对蒋介石抱幻想?,-1
林彪秘书口述：林彪给毛的最后一封信绝密「四不一要」,-1
外国记者披露林彪死亡惊人内幕,-1
林彪为何很怕江青：她做起坏事来心狠手辣,-1
林彪的最后七天：在北戴河96号楼尽享天伦之乐,-1
揭秘林彪为何对当俘虏的黄埔将领一概不理睬?,-1
林彪女儿大义灭亲：林彪叛逃后最先告密周恩来,-1
毛泽东逼林彪出走，陷他于死地,-1
高华：再探林彪坠机事件幕后,-1
他是林彪的首席保镖，林彪去井冈山视察，他将防弹车空运过去,-1
抗美援朝时，为什么有外国人说耿飚和林彪是亲兄弟,0
他是林彪麾下爱将，因一个女子投靠廖耀湘，摇身一变成为国军,-1
林彪叛逃四大谜题：飞机油量根本不够跑到苏联,-1
林彪政变暗杀毛泽东中共不敢公开的内幕,-1
林彪亲自写信游说，刘亚楼为何照样落选大将军衔,-1
中国邮票上林彪形象的起与落,-1
毛主席手下最能打的五员虎将，林彪只排第二！,1
林彪的“一号号令”毛泽东到底知不知道,-1
事关毛泽东与林彪最冷清的两次国庆节,-1
贺龙对林彪最后摊牌：一语击中其心病,-1
林彪这个角色，显示了李雪健无可匹敌的传神功力,1
他本是林彪手下的排长，对越战争中五战五捷，成为副国级上将,1
1966年：“文化大革命”十年内乱开始,-1
他是林彪的第一传人，英年早逝后，林彪亲自为他报仇,1
邓小平谈林彪垮台后的局势:就是有几个书生在胡闹,-1
林彪的五员悍将和帮凶：吴法宪自认是条狗,-1
林彪被友军枪击下马一子弹换十车子弹,-1
梁兴初包围新乡，守军要“起义待遇”，林彪指示：坚决歼灭,-1
林彪遭遇灭门惨祸周恩来为何痛哭当时没人懂,-1
被蒋介石称为战争的魔鬼林彪,-1
盘点：林彪事件中的33名将军大多结局凄惨,-1
【历史今日】震惊中外的林彪「913事件」真相追踪,-1
让中共特务闻风丧胆的特工之王，林彪曾是他的高级线人,-1
官方评林彪态度转暧昧中共历史包袱有多少,-1
"部队编制为何都采用""三三制""，林彪与粟裕为何不采用这种编制",-1
林彪的六个战术原则：归纳起来只有25个字,0
这位少将救过林彪和李作鹏的命，在空军当部长，九一三事件却,-1
张国焘和林彪叛逃时为何都未能带走贴身警卫,-1
绝密档案：美中情局关于林彪出逃特别报告,-1
焦点对话：林彪坠机四十二载，权斗黑幕有多深,-1
林彪是在儿子的问题上犯了毛泽东的大忌,-1
林彪笔记揭秘：公开讲的并非都是心里话,-1
40年后，金一南将军这样评价林彪！,0
林彪负伤后，毛主席任命罗荣桓为115师代师长，为何最终却是他,-1
林彪的另面人生：重大关头喜欢骑墙,-1
抗战林彪负伤，师长人选五个，八路军总部和延安发来不同电报,0
王必成冷面肃杀，性格如林彪牺牲战友毛毯，珍藏49年,-1
林彪指挥了斯大林格勒保卫战斯大林要用三个师跟毛主席换,1
从未公开的毛泽东手迹：写给林彪的一封信,0
汪静宜：被林彪辜负后一生未嫁，死时还保留着林彪送她的嫁衣,-1
林彪出逃前江青为何要给林彪拍这张照片,-1
手握27万重兵，林彪为何避战东北一听要和谈，急得掀桌子,-1
林彪打了胜仗，毛主席却诗赞彭德怀51年后才疑云散尽还原了,-1
揭秘林彪与九大元帅之间关系,0
张一山《古田军号》演林彪，8月1日公映,0
红军师长周昆，给林彪当参谋长，突然携款离队，去向成谜,-1
解放战争中，林彪和粟裕战绩对比，谁的军事才能更优秀,0
周恩来：林彪叛逃后飞机不是我下令击坠的,-1
林彪夫妇为何互题“克己复礼”,-1
揭秘：林彪拒做“接班人”当场遭毛泽东大骂,-1
高华：再探林彪事件的幕后真相,0
每餐饭比今天难民还差：高级首长林彪吃了几十年菜糊糊,-1
毛泽东试探：林彪当主席我当副主席好不好,0
林彪坚持要先打长春，毛主席为什么说他是拽牛尾巴,-1
林彪鲜为人知的另一面：孝顺父亲善待朋友,1
【秘档】毛泽东为何舍罗瑞卿换取林彪支持,1
"""林彪事件""后的中南海:发生危及安全事情22起",-1
他是林彪“四大金刚”之首，林彪遇难后，他说：这是天意,-1
林彪出逃前夜：北戴河96号楼里的天伦之乐,0
文革时毛主席冷不丁开个玩笑吓出林彪一身冷汗,-1
审判“四人帮”现场王洪文当场背叛江青,-1
躲在毛泽东眼皮底下的腐败:王洪文生活赛神仙,-1
往事：南京算命圈“八大瞎子”算出王洪文十年风光,0
张春桥对毛泽东旁敲侧击：是不是看中了王洪文,0
"周恩来为何会拥护一个""扶不起的阿斗""王洪文",-1
